Magnitud,Latitud,Longitud,Profundidad,Estatus,Fecha Hora,Fecha Hora UTC,Estado,Referencia Distancia,Referencia Direccion,Referencia Localidad
3.6,18.1,-97.6,51.0,revisado,1999-06-16 14:03:45,1999-06-16 19:03:45,PUE,36,SUROESTE,S GABRIEL CHILAC
3.6,19.0,-98.5,3.0,revisado,1999-06-16 14:26:47,1999-06-16 19:26:47,PUE,10,NOROESTE,ATLIXCO
3.8,19.4,-98.9,9.0,revisado,1999-06-16 14:26:51,1999-06-16 19:26:51,MEX,1,NORESTE,CHICOLOAPAN
3.4,19.1,-98.5,10.0,revisado,1999-06-16 14:38:14,1999-06-16 19:38:14,PUE,8,NOROESTE,S BUENAVENTURA NEALTICAN
3.2,19.1,-98.5,13.0,revisado,1999-06-16 14:57:58,1999-06-16 19:57:58,PUE,12,NOROESTE,S BUENAVENTURA NEALTICAN
3.5,19.0,-98.5,13.0,revisado,1999-06-16 16:01:26,1999-06-16 21:01:26,PUE,12,OESTE,S BUENAVENTURA NEALTICAN
3.7,18.1,-97.7,26.0,revisado,1999-06-16 16:18:05,1999-06-16 21:18:05,OAX,32,NORESTE,H HUAJUAPAN DE LEON
3.5,18.2,-97.7,66.0,revisado,1999-06-16 18:25:32,1999-06-16 23:25:32,PUE,36,ESTE,ACATLAN DE OSORIO
4.1,15.9,-97.0,10.0,revisado,1999-09-30 19:20:58,1999-10-01 00:20:58,OAX,12,ESTE,PUERTO ESCONDIDO
4.2,16.1,-97.4,11.0,revisado,1999-09-30 19:30:43,1999-10-01 00:30:43,OAX,11,NORTE,RIO GRANDE
4.6,15.9,-97.1,37.0,revisado,1999-09-30 22:33:38,1999-10-01 03:33:38,OAX,9,NOROESTE,PUERTO ESCONDIDO
4.3,17.1,-100.7,8.0,revisado,1999-10-01 02:46:17,1999-10-01 07:46:17,GRO,14,SUROESTE,TECPAN
3.7,17.0,-100.7,4.0,revisado,1999-10-01 02:56:49,1999-10-01 07:56:49,GRO,30,SUR,TECPAN
3.7,16.0,-97.4,43.0,revisado,1999-10-01 05:00:53,1999-10-01 10:00:53,OAX,7,SURESTE,RIO GRANDE
3.7,15.7,-96.2,47.0,revisado,1999-10-01 08:14:15,1999-10-01 13:14:15,OAX,11,SUROESTE,CRUCECITA
3.2,15.9,-97.1,16.0,revisado,1999-10-01 09:38:12,1999-10-01 14:38:12,OAX,3,NOROESTE,PUERTO ESCONDIDO
4.5,15.9,-97.1,34.0,revisado,1999-10-01 09:44:10,1999-10-01 14:44:10,OAX,5,OESTE,PUERTO ESCONDIDO
4.1,16.0,-98.3,5.0,revisado,1999-10-01 10:03:44,1999-10-01 15:03:44,OAX,49,SUROESTE,PINOTEPA NACIONAL
4.3,14.3,-92.6,33.0,revisado,1999-10-01 18:20:32,1999-10-01 23:20:32,CHIS,68,SUROESTE,CD HIDALGO
4.5,18.0,-102.6,7.0,revisado,2000-08-10 05:17:00,2000-08-10 10:17:00,MICH,31,OESTE,LA MIRA
4.4,17.7,-113.9,10.0,revisado,2000-08-10 09:34:52,2000-08-10 14:34:52,BCS,707,SUROESTE,CABO SAN LUCAS
4.1,17.7,-102.7,8.0,revisado,2000-08-10 11:51:08,2000-08-10 16:51:08,MICH,49,SUROESTE,LA MIRA
4.4,14.1,-93.9,129.0,revisado,2000-08-10 17:59:26,2000-08-10 22:59:26,CHIS,180,SUROESTE,MAPASTEPEC
3.9,18.6,-104.5,20.0,revisado,2003-01-22 19:30:01,2003-01-23 01:30:01,COL,49,SUROESTE,MANZANILLO
4.0,18.9,-104.6,15.0,revisado,2003-01-22 22:46:14,2003-01-23 04:46:14,COL,34,SUROESTE,MANZANILLO
4.5,13.3,-93.0,108.0,revisado,2003-01-22 23:33:11,2003-01-23 05:33:11,CHIS,175,SUROESTE,CD HIDALGO
4.0,18.8,-104.6,15.0,revisado,2003-01-23 00:26:45,2003-01-23 06:26:45,COL,38,SUROESTE,MANZANILLO
4.0,17.7,-101.3,55.0,revisado,2003-01-23 00:56:28,2003-01-23 06:56:28,GRO,23,NORTE,PETATLAN
3.6,18.6,-103.9,15.0,revisado,2003-01-23 02:07:04,2003-01-23 08:07:04,COL,33,SUR,TECOMAN
4.1,18.6,-104.2,20.0,revisado,2003-01-23 02:25:28,2003-01-23 08:25:28,COL,38,SUROESTE,CD DE ARMERIA
4.7,18.7,-104.4,9.0,revisado,2003-01-23 04:55:00,2003-01-23 10:55:00,COL,45,SUR,MANZANILLO
3.8,18.8,-104.1,36.0,revisado,2003-01-23 10:43:20,2003-01-23 16:43:20,COL,21,SUROESTE,CD DE ARMERIA
4.3,18.7,-104.3,16.0,revisado,2003-01-23 11:54:37,2003-01-23 17:54:37,COL,43,SUR,MANZANILLO
4.4,18.5,-104.3,22.0,revisado,2003-01-23 13:08:43,2003-01-23 19:08:43,COL,61,SUR,MANZANILLO
3.9,27.9,-111.8,10.0,revisado,2003-01-23 15:27:21,2003-01-23 21:27:21,BCS,74,NORESTE,SANTA ROSALIA
4.5,32.0,-114.8,8.0,revisado,2010-04-04 19:07:07,2010-04-05 00:07:07,BC,44,SURESTE,GPE VICTORIA(KM.43)
3.6,32.2,-115.5,5.0,revisado,2010-04-04 19:15:31,2010-04-05 00:15:31,BC,37,SUROESTE,GPE VICTORIA(KM.43)
3.4,32.0,-115.2,11.0,revisado,2010-04-04 19:35:10,2010-04-05 00:35:10,BC,38,SUROESTE,GPE VICTORIA(KM.43)
3.6,32.5,-114.8,15.0,revisado,2010-04-04 19:42:37,2010-04-05 00:42:37,SON,5,NOROESTE,S LUIS R COLORADO
3.2,31.9,-115.0,5.0,revisado,2010-04-04 19:44:13,2010-04-05 00:44:13,BC,40,SUR,GPE VICTORIA(KM.43)
3.7,32.7,-114.9,15.0,revisado,2010-04-04 19:58:49,2010-04-05 00:58:49,SON,29,NOROESTE,S LUIS R COLORADO
3.1,31.7,-115.0,10.0,revisado,2010-04-04 20:05:52,2010-04-05 01:05:52,BC,61,SUR,GPE VICTORIA(KM.43)
3.0,32.5,-115.3,22.0,revisado,2010-04-04 20:06:42,2010-04-05 01:06:42,BC,25,NOROESTE,GPE VICTORIA(KM.43)
4.1,32.2,-115.1,10.0,revisado,2010-04-04 20:25:36,2010-04-05 01:25:36,BC,10,SURESTE,GPE VICTORIA(KM.43)
4.0,32.3,-115.3,4.0,revisado,2010-04-04 20:39:37,2010-04-05 01:39:37,BC,23,OESTE,GPE VICTORIA(KM.43)
3.6,32.3,-115.2,12.0,revisado,2010-04-04 20:42:54,2010-04-05 01:42:54,BC,9,OESTE,GPE VICTORIA(KM.43)
4.0,32.7,-115.8,15.0,revisado,2010-04-04 20:52:27,2010-04-05 01:52:27,BC,20,OESTE,SANTA ISABEL
4.1,32.4,-115.3,10.0,revisado,2010-04-04 21:47:28,2010-04-05 02:47:28,BC,18,NOROESTE,GPE VICTORIA(KM.43)
4.1,32.7,-115.6,13.0,revisado,2010-04-04 21:54:35,2010-04-05 02:54:35,BC,3,NORTE,SANTA ISABEL
4.0,32.8,-115.8,12.0,revisado,2010-04-04 22:15:26,2010-04-05 03:15:26,BC,27,NOROESTE,SANTA ISABEL
4.0,32.3,-115.1,20.0,revisado,2010-04-04 22:32:09,2010-04-05 03:32:09,BC,4,NOROESTE,GPE VICTORIA(KM.43)
4.0,32.9,-114.7,14.0,revisado,2010-04-04 23:10:05,2010-04-05 04:10:05,SON,45,NORTE,S LUIS R COLORADO
3.9,17.1,-101.2,16.0,revisado,2010-04-04 23:23:51,2010-04-05 04:23:51,GRO,49,SUR,PETATLAN
3.6,32.1,-114.9,15.0,revisado,2010-04-04 23:55:24,2010-04-05 04:55:24,BC,29,SURESTE,GPE VICTORIA(KM.43)
3.9,32.2,-116.1,15.0,revisado,2010-04-05 00:49:13,2010-04-05 05:49:13,BC,56,NORESTE,ENSENADA
4.1,32.8,-115.8,15.0,revisado,2010-04-05 01:17:01,2010-04-05 06:17:01,BC,23,NOROESTE,SANTA ISABEL
4.0,32.2,-115.2,12.0,revisado,2010-04-05 03:23:24,2010-04-05 08:23:24,BC,11,SUROESTE,GPE VICTORIA(KM.43)
3.7,32.2,-115.4,5.0,revisado,2010-04-05 03:32:46,2010-04-05 08:32:46,BC,28,SUROESTE,GPE VICTORIA(KM.43)
3.8,32.2,-115.4,5.0,revisado,2010-04-05 04:01:29,2010-04-05 09:01:29,BC,29,SUROESTE,GPE VICTORIA(KM.43)
4.2,32.4,-115.3,7.0,revisado,2010-04-05 04:52:57,2010-04-05 09:52:57,BC,20,NOROESTE,GPE VICTORIA(KM.43)
4.5,15.0,-91.5,212.0,revisado,2010-04-05 05:00:58,2010-04-05 10:00:58,CHIS,70,ESTE,CACAHOATAN
4.3,14.4,-91.6,134.0,revisado,2010-04-05 05:23:09,2010-04-05 10:23:09,CHIS,71,SURESTE,CD HIDALGO
3.7,32.0,-114.9,15.0,revisado,2010-04-05 05:26:34,2010-04-05 10:26:34,BC,36,SURESTE,GPE VICTORIA(KM.43)
4.8,32.9,-115.9,10.0,revisado,2010-04-05 06:14:13,2010-04-05 11:14:13,BC,42,NOROESTE,SANTA ISABEL
4.7,32.8,-115.7,15.0,revisado,2010-04-05 08:33:06,2010-04-05 13:33:06,BC,24,NOROESTE,SANTA ISABEL
3.9,32.3,-115.3,5.0,revisado,2010-04-05 09:07:06,2010-04-05 14:07:06,BC,15,OESTE,GPE VICTORIA(KM.43)
3.5,32.1,-114.9,5.0,revisado,2010-04-05 09:27:05,2010-04-05 14:27:05,BC,26,SURESTE,GPE VICTORIA(KM.43)
3.3,32.1,-115.2,5.0,revisado,2010-04-05 09:30:22,2010-04-05 14:30:22,BC,28,SUROESTE,GPE VICTORIA(KM.43)
3.5,32.5,-115.6,7.0,revisado,2010-04-05 10:01:44,2010-04-05 15:01:44,BC,14,SUR,SANTA ISABEL
3.8,32.3,-115.3,24.0,revisado,2010-04-05 10:04:20,2010-04-05 15:04:20,BC,14,OESTE,GPE VICTORIA(KM.43)
3.6,32.8,-116.1,26.0,revisado,2010-04-05 10:08:20,2010-04-05 15:08:20,BC,52,NOROESTE,SANTA ISABEL
3.6,32.5,-115.6,10.0,revisado,2010-04-05 10:15:26,2010-04-05 15:15:26,BC,19,SUR,SANTA ISABEL
3.6,32.8,-115.5,5.0,revisado,2010-04-05 10:47:29,2010-04-05 15:47:29,BC,15,NORTE,MEXICALI
3.8,32.8,-115.8,15.0,revisado,2010-04-05 11:06:04,2010-04-05 16:06:04,BC,30,NOROESTE,SANTA ISABEL
4.0,31.9,-114.9,11.0,revisado,2010-04-05 11:16:32,2010-04-05 16:16:32,BC,48,SURESTE,GPE VICTORIA(KM.43)
4.2,32.2,-115.2,5.0,revisado,2010-04-05 11:25:49,2010-04-05 16:25:49,BC,14,SUROESTE,GPE VICTORIA(KM.43)
3.9,31.9,-115.2,5.0,revisado,2010-04-05 11:33:34,2010-04-05 16:33:34,BC,45,SUR,GPE VICTORIA(KM.43)
3.6,31.7,-115.0,4.0,revisado,2010-04-05 12:11:59,2010-04-05 17:11:59,BC,67,SUR,GPE VICTORIA(KM.43)
3.7,31.9,-114.9,14.0,revisado,2010-04-05 14:30:46,2010-04-05 19:30:46,BC,50,SURESTE,GPE VICTORIA(KM.43)
3.2,19.2,-98.9,6.0,revisado,2010-04-05 15:06:28,2010-04-05 20:06:28,MEX,1,NORESTE,S MATEO HUITZILZINGO
3.4,32.2,-115.6,12.0,revisado,2010-04-05 15:39:35,2010-04-05 20:39:35,BC,46,SUROESTE,GPE VICTORIA(KM.43)
3.9,32.1,-115.0,5.0,revisado,2010-04-05 15:56:01,2010-04-05 20:56:01,BC,20,SURESTE,GPE VICTORIA(KM.43)
3.7,32.3,-114.8,15.0,revisado,2010-04-05 17:07:31,2010-04-05 22:07:31,SON,24,SUR,S LUIS R COLORADO
4.1,16.4,-98.3,9.1,revisado,2012-03-20 18:24:03,2012-03-21 00:24:03,GRO,28,SURESTE,OMETEPEC
4.3,16.1,-98.4,5.0,revisado,2012-03-20 18:27:47,2012-03-21 00:27:47,OAX,45,SUROESTE,PINOTEPA NACIONAL
4.3,16.5,-98.5,11.9,revisado,2012-03-20 18:46:46,2012-03-21 00:46:46,GRO,23,SUROESTE,OMETEPEC
4.0,16.0,-98.5,16.0,revisado,2012-03-20 19:02:20,2012-03-21 01:02:20,OAX,55,SUROESTE,PINOTEPA NACIONAL
4.0,15.6,-99.1,7.4,revisado,2012-03-20 20:07:35,2012-03-21 02:07:35,OAX,138,SUROESTE,PINOTEPA NACIONAL
4.4,15.9,-98.7,13.3,revisado,2012-03-20 20:25:29,2012-03-21 02:25:29,OAX,84,SUROESTE,PINOTEPA NACIONAL
4.2,16.5,-98.4,24.8,revisado,2012-03-20 20:54:40,2012-03-21 02:54:40,GRO,19,SUR,OMETEPEC
4.0,15.9,-98.6,3.1,revisado,2012-03-20 21:33:53,2012-03-21 03:33:53,OAX,81,SUROESTE,PINOTEPA NACIONAL
3.9,16.4,-98.3,11.9,revisado,2012-03-20 21:42:14,2012-03-21 03:42:14,OAX,32,OESTE,PINOTEPA NACIONAL
4.1,16.5,-98.5,13.2,revisado,2012-03-20 22:02:40,2012-03-21 04:02:40,GRO,22,SUROESTE,OMETEPEC
3.9,16.1,-98.6,18.7,revisado,2012-03-20 22:12:20,2012-03-21 04:12:20,OAX,66,SUROESTE,PINOTEPA NACIONAL
3.8,16.1,-98.6,7.0,revisado,2012-03-20 22:14:50,2012-03-21 04:14:50,OAX,60,SUROESTE,PINOTEPA NACIONAL
3.9,16.3,-98.3,1.7,revisado,2012-03-20 22:25:08,2012-03-21 04:25:08,OAX,25,SUROESTE,PINOTEPA NACIONAL
3.9,16.5,-98.4,3.1,revisado,2012-03-20 23:04:14,2012-03-21 05:04:14,GRO,24,SUR,OMETEPEC
3.8,16.3,-98.5,6.5,revisado,2012-03-20 23:23:49,2012-03-21 05:23:49,GRO,38,SUR,OMETEPEC
3.7,16.2,-98.5,5.2,revisado,2012-03-20 23:54:21,2012-03-21 05:54:21,OAX,49,SUROESTE,PINOTEPA NACIONAL
3.3,16.5,-98.5,16.1,revisado,2012-03-20 23:57:35,2012-03-21 05:57:35,GRO,23,SUROESTE,OMETEPEC
3.8,16.3,-98.3,7.6,revisado,2012-03-20 23:58:33,2012-03-21 05:58:33,OAX,29,OESTE,PINOTEPA NACIONAL
3.9,16.6,-98.5,3.7,revisado,2012-03-21 00:04:58,2012-03-21 06:04:58,GRO,15,SUROESTE,OMETEPEC
3.3,16.5,-98.3,6.6,revisado,2012-03-21 00:09:02,2012-03-21 06:09:02,OAX,27,NOROESTE,PINOTEPA NACIONAL
4.1,15.7,-98.2,22.9,revisado,2012-03-21 00:09:59,2012-03-21 06:09:59,OAX,77,SUR,PINOTEPA NACIONAL
3.9,16.4,-98.4,3.1,revisado,2012-03-21 00:35:28,2012-03-21 06:35:28,GRO,30,SUR,OMETEPEC
4.1,16.5,-98.6,4.9,revisado,2012-03-21 00:44:33,2012-03-21 06:44:33,GRO,25,SUROESTE,OMETEPEC
3.8,16.5,-98.5,14.2,revisado,2012-03-21 01:08:10,2012-03-21 07:08:10,GRO,22,SUROESTE,OMETEPEC
4.0,16.3,-98.5,5.3,revisado,2012-03-21 01:10:01,2012-03-21 07:10:01,GRO,43,SUR,OMETEPEC
4.1,16.1,-98.4,2.7,revisado,2012-03-21 01:19:33,2012-03-21 07:19:33,OAX,46,SUROESTE,PINOTEPA NACIONAL
4.0,15.9,-98.8,16.1,revisado,2012-03-21 02:06:19,2012-03-21 08:06:19,GRO,96,SUROESTE,OMETEPEC
3.9,16.2,-98.5,2.4,revisado,2012-03-21 02:09:37,2012-03-21 08:09:37,OAX,47,SUROESTE,PINOTEPA NACIONAL
4.1,15.6,-98.7,4.8,revisado,2012-03-21 02:20:03,2012-03-21 08:20:03,OAX,101,SUROESTE,PINOTEPA NACIONAL
3.9,16.0,-98.3,20.0,revisado,2012-03-21 02:44:23,2012-03-21 08:44:23,OAX,53,SUROESTE,PINOTEPA NACIONAL
3.8,16.3,-98.5,3.0,revisado,2012-03-21 04:28:13,2012-03-21 10:28:13,GRO,38,SUR,OMETEPEC
3.9,16.2,-98.4,9.3,revisado,2012-03-21 05:27:35,2012-03-21 11:27:35,OAX,36,SUROESTE,PINOTEPA NACIONAL
4.2,16.5,-98.6,15.9,revisado,2012-03-21 05:29:27,2012-03-21 11:29:27,GRO,34,SUROESTE,OMETEPEC
4.9,16.5,-98.5,18.2,revisado,2012-03-21 05:36:14,2012-03-21 11:36:14,GRO,22,SUROESTE,OMETEPEC
3.6,16.5,-98.5,16.0,revisado,2012-03-21 05:56:50,2012-03-21 11:56:50,GRO,22,SUROESTE,OMETEPEC
4.2,16.2,-98.4,6.8,revisado,2012-03-21 06:19:51,2012-03-21 12:19:51,OAX,37,SUROESTE,PINOTEPA NACIONAL
4.0,16.3,-98.3,3.5,revisado,2012-03-21 07:41:59,2012-03-21 13:41:59,OAX,29,OESTE,PINOTEPA NACIONAL
3.7,16.2,-98.6,4.3,revisado,2012-03-21 07:52:39,2012-03-21 13:52:39,GRO,59,SUROESTE,OMETEPEC
4.0,15.8,-98.9,13.4,revisado,2012-03-21 09:45:13,2012-03-21 15:45:13,OAX,104,SUROESTE,PINOTEPA NACIONAL
3.9,16.0,-98.7,16.1,revisado,2012-03-21 09:51:23,2012-03-21 15:51:23,OAX,85,SUROESTE,PINOTEPA NACIONAL
4.0,16.3,-98.3,2.0,revisado,2012-03-21 09:54:14,2012-03-21 15:54:14,OAX,26,SUROESTE,PINOTEPA NACIONAL
4.0,16.3,-98.4,1.7,revisado,2012-03-21 10:14:51,2012-03-21 16:14:51,OAX,40,OESTE,PINOTEPA NACIONAL
3.6,32.0,-114.9,10.0,revisado,2012-03-21 10:26:11,2012-03-21 16:26:11,BC,35,SURESTE,GPE VICTORIA(KM.43)
3.9,16.2,-98.4,6.0,revisado,2012-03-21 10:41:31,2012-03-21 16:41:31,OAX,39,SUROESTE,PINOTEPA NACIONAL
4.0,16.4,-98.5,2.5,revisado,2012-03-21 11:05:07,2012-03-21 17:05:07,GRO,37,SUR,OMETEPEC
4.1,16.2,-98.3,3.9,revisado,2012-03-21 12:02:16,2012-03-21 18:02:16,OAX,34,SUROESTE,PINOTEPA NACIONAL
3.8,16.2,-98.4,6.3,revisado,2012-03-21 12:15:33,2012-03-21 18:15:33,OAX,36,SUROESTE,PINOTEPA NACIONAL
3.7,16.3,-98.5,5.0,revisado,2012-03-21 12:42:43,2012-03-21 18:42:43,GRO,38,SUR,OMETEPEC
3.4,16.1,-98.2,13.5,revisado,2012-03-21 12:50:54,2012-03-21 18:50:54,OAX,28,SUROESTE,PINOTEPA NACIONAL
3.5,16.1,-98.2,12.0,revisado,2012-03-21 12:51:49,2012-03-21 18:51:49,OAX,28,SUROESTE,PINOTEPA NACIONAL
3.6,16.6,-98.4,5.0,revisado,2012-03-21 13:04:47,2012-03-21 19:04:47,GRO,14,SUROESTE,OMETEPEC
3.6,16.3,-98.3,5.8,revisado,2012-03-21 13:35:24,2012-03-21 19:35:24,OAX,26,SUROESTE,PINOTEPA NACIONAL
4.0,16.3,-98.4,2.1,revisado,2012-03-21 14:16:02,2012-03-21 20:16:02,OAX,41,OESTE,PINOTEPA NACIONAL
3.7,16.3,-98.3,5.0,revisado,2012-03-21 14:18:29,2012-03-21 20:18:29,OAX,26,OESTE,PINOTEPA NACIONAL
3.6,16.2,-98.3,5.0,revisado,2012-03-21 17:33:30,2012-03-21 23:33:30,OAX,35,SUROESTE,PINOTEPA NACIONAL
3.6,16.0,-98.2,7.8,revisado,2012-03-21 17:48:23,2012-03-21 23:48:23,OAX,47,SUROESTE,PINOTEPA NACIONAL
4.1,13.9,-92.3,15.0,revisado,2012-11-07 18:10:53,2012-11-08 00:10:53,CHIS,88,SUR,CD HIDALGO
3.9,14.0,-92.5,30.8,revisado,2012-11-07 18:22:15,2012-11-08 00:22:15,CHIS,80,SUROESTE,CD HIDALGO
3.6,18.1,-103.3,22.8,revisado,2012-11-07 18:26:45,2012-11-08 00:26:45,MICH,81,SUR,COALCOMAN
3.9,14.6,-90.6,25.0,revisado,2012-11-07 18:58:47,2012-11-08 00:58:47,CHIS,170,ESTE,CD HIDALGO
3.9,13.7,-92.2,20.0,revisado,2012-11-07 19:07:31,2012-11-08 01:07:31,CHIS,113,SUR,CD HIDALGO
3.8,13.8,-92.2,33.9,revisado,2012-11-07 20:09:53,2012-11-08 02:09:53,CHIS,98,SUR,CD HIDALGO
4.8,14.0,-92.4,25.6,revisado,2012-11-07 20:20:36,2012-11-08 02:20:36,CHIS,76,SUROESTE,CD HIDALGO
4.3,14.1,-92.9,17.1,revisado,2012-11-07 20:26:39,2012-11-08 02:26:39,CHIS,102,SUROESTE,CD HIDALGO
3.6,13.8,-92.2,15.0,revisado,2012-11-07 20:30:19,2012-11-08 02:30:19,CHIS,95,SUR,CD HIDALGO
3.7,14.2,-92.4,67.8,revisado,2012-11-07 20:49:37,2012-11-08 02:49:37,CHIS,58,SUROESTE,CD HIDALGO
3.8,14.0,-92.5,19.1,revisado,2012-11-07 21:24:11,2012-11-08 03:24:11,CHIS,82,SUROESTE,CD HIDALGO
3.7,14.4,-92.5,72.9,revisado,2012-11-07 21:48:46,2012-11-08 03:48:46,CHIS,50,SUROESTE,CD HIDALGO
3.7,16.2,-98.3,5.0,revisado,2012-11-07 22:26:11,2012-11-08 04:26:11,OAX,35,SUROESTE,PINOTEPA NACIONAL
3.7,14.1,-92.6,46.0,revisado,2012-11-08 00:10:51,2012-11-08 06:10:51,CHIS,83,SUROESTE,CD HIDALGO
3.8,13.9,-92.4,16.0,revisado,2012-11-08 00:27:48,2012-11-08 06:27:48,CHIS,84,SUROESTE,CD HIDALGO
4.0,14.0,-92.9,20.0,revisado,2012-11-08 02:16:44,2012-11-08 08:16:44,CHIS,110,SUROESTE,CD HIDALGO
3.9,14.2,-92.8,15.0,revisado,2012-11-08 03:19:00,2012-11-08 09:19:00,CHIS,86,SUROESTE,CD HIDALGO
3.9,14.1,-92.5,17.5,revisado,2012-11-08 04:00:20,2012-11-08 10:00:20,CHIS,75,SUROESTE,CD HIDALGO
3.5,16.3,-98.0,5.0,revisado,2012-11-08 04:58:18,2012-11-08 10:58:18,OAX,2,SURESTE,PINOTEPA NACIONAL
3.8,13.7,-92.6,15.8,revisado,2012-11-08 05:24:54,2012-11-08 11:24:54,CHIS,112,SUROESTE,CD HIDALGO
4.0,14.3,-93.0,15.0,revisado,2012-11-08 05:44:37,2012-11-08 11:44:37,CHIS,104,SUROESTE,CD HIDALGO
3.9,14.1,-92.5,15.0,revisado,2012-11-08 05:49:30,2012-11-08 11:49:30,CHIS,78,SUROESTE,CD HIDALGO
3.9,13.8,-92.4,16.0,revisado,2012-11-08 06:45:36,2012-11-08 12:45:36,CHIS,98,SUROESTE,CD HIDALGO
4.1,13.9,-92.2,12.7,revisado,2012-11-08 08:34:05,2012-11-08 14:34:05,CHIS,82,SUR,CD HIDALGO
3.7,13.6,-92.0,15.0,revisado,2012-11-08 08:55:32,2012-11-08 14:55:32,CHIS,116,SUR,CD HIDALGO
3.7,13.5,-92.1,15.0,revisado,2012-11-08 09:41:56,2012-11-08 15:41:56,CHIS,130,SUR,CD HIDALGO
3.9,15.8,-93.9,86.0,revisado,2012-11-08 09:54:23,2012-11-08 15:54:23,CHIS,32,SUROESTE,TONALA
3.8,16.0,-93.8,94.3,revisado,2012-11-08 10:02:46,2012-11-08 16:02:46,CHIS,12,SUR,TONALA
3.8,14.0,-92.3,69.7,revisado,2012-11-08 10:16:26,2012-11-08 16:16:26,CHIS,79,SUR,CD HIDALGO
3.9,13.4,-92.1,15.0,revisado,2012-11-08 11:29:25,2012-11-08 17:29:25,CHIS,136,SUR,CD HIDALGO
3.9,13.8,-92.1,19.3,revisado,2012-11-08 12:04:02,2012-11-08 18:04:02,CHIS,103,SUR,CD HIDALGO
3.8,13.7,-92.1,94.9,revisado,2012-11-08 12:43:44,2012-11-08 18:43:44,CHIS,113,SUR,CD HIDALGO
3.8,13.8,-92.4,15.4,revisado,2012-11-08 12:51:23,2012-11-08 18:51:23,CHIS,106,SUROESTE,CD HIDALGO
4.2,13.5,-92.0,5.0,revisado,2012-11-08 12:58:17,2012-11-08 18:58:17,CHIS,127,SUR,CD HIDALGO
3.9,14.0,-92.6,27.4,revisado,2012-11-08 13:33:12,2012-11-08 19:33:12,CHIS,87,SUROESTE,CD HIDALGO
3.9,14.1,-92.4,90.5,revisado,2012-11-08 13:40:03,2012-11-08 19:40:03,CHIS,68,SUROESTE,CD HIDALGO
3.8,13.8,-90.9,16.5,revisado,2012-11-08 14:22:01,2012-11-08 20:22:01,CHIS,167,SURESTE,CD HIDALGO
3.9,13.9,-92.4,16.0,revisado,2012-11-08 14:26:51,2012-11-08 20:26:51,CHIS,91,SUR,CD HIDALGO
4.0,27.9,-112.0,5.6,revisado,2012-11-08 14:45:14,2012-11-08 20:45:14,BCS,67,NORESTE,SANTA ROSALIA
3.5,28.0,-112.0,20.0,revisado,2012-11-08 14:50:41,2012-11-08 20:50:41,BCS,79,NORESTE,SANTA ROSALIA
4.1,14.3,-92.5,5.7,revisado,2012-11-08 15:01:20,2012-11-08 21:01:20,CHIS,58,SUROESTE,CD HIDALGO
4.0,14.2,-92.3,97.1,revisado,2012-11-08 16:00:15,2012-11-08 22:00:15,CHIS,55,SUROESTE,CD HIDALGO
3.9,13.9,-92.3,25.2,revisado,2012-11-08 16:13:03,2012-11-08 22:13:03,CHIS,90,SUR,CD HIDALGO
3.9,14.1,-92.5,12.2,revisado,2012-11-08 16:44:58,2012-11-08 22:44:58,CHIS,74,SUROESTE,CD HIDALGO
3.9,13.9,-92.2,22.2,revisado,2012-11-08 17:28:38,2012-11-08 23:28:38,CHIS,86,SUR,CD HIDALGO
4.0,13.7,-92.9,20.0,revisado,2012-11-08 17:56:26,2012-11-08 23:56:26,CHIS,132,SUROESTE,CD HIDALGO
3.6,17.3,-101.7,5.0,revisado,2014-04-18 19:05:15,2014-04-19 00:05:15,GRO,36,SUROESTE,ZIHUATANEJO
3.6,17.5,-101.4,20.0,revisado,2014-04-18 19:54:54,2014-04-19 00:54:54,GRO,14,OESTE,PETATLAN
3.4,17.1,-101.5,20.0,revisado,2014-04-18 20:38:59,2014-04-19 01:38:59,GRO,48,SUROESTE,PETATLAN
3.6,17.6,-101.3,30.0,revisado,2014-04-18 21:00:14,2014-04-19 02:00:14,GRO,9,NOROESTE,PETATLAN
3.7,17.5,-101.4,14.7,revisado,2014-04-18 21:27:57,2014-04-19 02:27:57,GRO,15,SUROESTE,PETATLAN
3.5,17.5,-101.2,22.5,revisado,2014-04-18 22:27:57,2014-04-19 03:27:57,GRO,10,SURESTE,PETATLAN
3.5,17.7,-101.3,12.8,revisado,2014-04-18 23:03:38,2014-04-19 04:03:38,GRO,21,NORTE,PETATLAN
3.8,17.3,-101.4,6.2,revisado,2014-04-18 23:56:59,2014-04-19 04:56:59,GRO,33,SUROESTE,PETATLAN
4.3,17.4,-101.1,13.6,revisado,2014-04-19 01:52:16,2014-04-19 06:52:16,GRO,24,SURESTE,PETATLAN
3.1,17.5,-101.7,25.1,revisado,2014-04-19 03:49:20,2014-04-19 08:49:20,GRO,22,SUROESTE,ZIHUATANEJO
3.3,17.4,-101.5,18.0,revisado,2014-04-19 03:50:21,2014-04-19 08:50:21,GRO,28,SUROESTE,PETATLAN
3.7,17.2,-101.3,38.7,revisado,2014-04-19 05:05:00,2014-04-19 10:05:00,GRO,32,SUR,PETATLAN
3.6,17.6,-101.1,15.0,revisado,2014-04-19 06:25:23,2014-04-19 11:25:23,GRO,25,NORESTE,PETATLAN
