Magnitud,Latitud,Longitud,Profundidad,Estatus,Fecha Hora,Fecha Hora UTC,Estado,Referencia Distancia,Referencia Direccion,Referencia Localidad
3.0,16.3,-98.1,15.2,revisado,2018-02-16 19:22:46,2018-02-17 01:22:46,OAX,7,SUROESTE,PINOTEPA NACIONAL
2.9,16.3,-98.1,10.0,revisado,2018-02-16 19:23:26,2018-02-17 01:23:26,OAX,6,SUR,PINOTEPA NACIONAL
3.6,16.0,-97.7,16.4,revisado,2018-02-16 19:24:08,2018-02-17 01:24:08,OAX,28,OESTE,RIO GRANDE
3.2,16.0,-97.8,19.9,revisado,2018-02-16 19:25:22,2018-02-17 01:25:22,OAX,42,SURESTE,PINOTEPA NACIONAL
2.8,16.3,-98.0,16.3,revisado,2018-02-16 19:26:22,2018-02-17 01:26:22,OAX,8,SUR,PINOTEPA NACIONAL
3.7,16.7,-94.9,50.0,revisado,2018-02-16 19:27:43,2018-02-17 01:27:43,OAX,22,NORTE,UNION HIDALGO
3.8,16.3,-98.1,12.7,revisado,2018-02-16 19:28:13,2018-02-17 01:28:13,OAX,8,SUROESTE,PINOTEPA NACIONAL
3.9,14.4,-93.2,8.7,revisado,2018-02-16 19:30:03,2018-02-17 01:30:03,CHIS,111,SUROESTE,HUIXTLA
3.0,16.3,-98.2,9.4,revisado,2018-02-16 19:31:05,2018-02-17 01:31:05,OAX,16,SUROESTE,PINOTEPA NACIONAL
3.2,16.3,-98.1,13.6,revisado,2018-02-16 19:34:38,2018-02-17 01:34:38,OAX,11,SUROESTE,PINOTEPA NACIONAL
2.9,16.2,-98.1,13.3,revisado,2018-02-16 19:35:59,2018-02-17 01:35:59,OAX,13,SUROESTE,PINOTEPA NACIONAL
3.5,16.0,-98.0,10.0,revisado,2018-02-16 19:36:33,2018-02-17 01:36:33,OAX,33,SUR,PINOTEPA NACIONAL
3.3,16.3,-98.1,14.3,revisado,2018-02-16 19:39:39,2018-02-17 01:39:39,OAX,9,OESTE,PINOTEPA NACIONAL
3.3,16.3,-98.1,18.6,revisado,2018-02-16 19:43:15,2018-02-17 01:43:15,OAX,10,SUROESTE,PINOTEPA NACIONAL
3.5,16.3,-97.8,10.0,revisado,2018-02-16 19:50:53,2018-02-17 01:50:53,OAX,22,ESTE,PINOTEPA NACIONAL
3.0,16.3,-98.2,16.1,revisado,2018-02-16 19:52:15,2018-02-17 01:52:15,OAX,17,SUROESTE,PINOTEPA NACIONAL
3.4,16.1,-98.1,15.0,revisado,2018-02-16 20:00:20,2018-02-17 02:00:20,OAX,34,SUROESTE,PINOTEPA NACIONAL
4.1,16.3,-98.1,11.8,revisado,2018-02-16 20:01:32,2018-02-17 02:01:32,OAX,10,SUROESTE,PINOTEPA NACIONAL
3.3,16.3,-98.1,10.0,revisado,2018-02-16 20:06:10,2018-02-17 02:06:10,OAX,9,SUROESTE,PINOTEPA NACIONAL
3.5,16.2,-98.1,5.2,revisado,2018-02-16 20:09:10,2018-02-17 02:09:10,OAX,11,SUROESTE,PINOTEPA NACIONAL
3.0,16.3,-98.0,4.6,revisado,2018-02-16 20:10:15,2018-02-17 02:10:15,OAX,10,SUR,PINOTEPA NACIONAL
3.2,16.3,-98.1,7.1,revisado,2018-02-16 20:11:04,2018-02-17 02:11:04,OAX,9,SUROESTE,PINOTEPA NACIONAL
3.2,16.1,-97.7,10.0,revisado,2018-02-16 20:15:46,2018-02-17 02:15:46,OAX,33,NOROESTE,RIO GRANDE
3.3,16.2,-97.7,4.6,revisado,2018-02-16 20:18:01,2018-02-17 02:18:01,OAX,37,SURESTE,PINOTEPA NACIONAL
3.4,15.9,-98.0,14.7,revisado,2018-02-16 20:19:22,2018-02-17 02:19:22,OAX,50,SUR,PINOTEPA NACIONAL
4.1,16.4,-98.0,16.7,revisado,2018-02-16 20:21:10,2018-02-17 02:21:10,OAX,12,NORTE,PINOTEPA NACIONAL
3.3,16.2,-98.1,13.7,revisado,2018-02-16 20:28:18,2018-02-17 02:28:18,OAX,15,SUR,PINOTEPA NACIONAL
3.5,16.1,-98.1,16.1,revisado,2018-02-16 20:30:09,2018-02-17 02:30:09,OAX,27,SUR,PINOTEPA NACIONAL
3.5,15.8,-97.8,8.5,revisado,2018-02-16 20:32:22,2018-02-17 02:32:22,OAX,45,SUROESTE,RIO GRANDE
3.3,16.1,-98.1,17.7,revisado,2018-02-16 20:37:45,2018-02-17 02:37:45,OAX,22,SUR,PINOTEPA NACIONAL
2.9,16.3,-98.1,10.0,revisado,2018-02-16 20:40:23,2018-02-17 02:40:23,OAX,9,OESTE,PINOTEPA NACIONAL
3.5,16.3,-98.1,4.9,revisado,2018-02-16 20:41:03,2018-02-17 02:41:03,OAX,8,SUROESTE,PINOTEPA NACIONAL
3.9,16.2,-98.1,11.3,revisado,2018-02-16 20:46:56,2018-02-17 02:46:56,OAX,18,SUR,PINOTEPA NACIONAL
3.4,16.0,-97.9,7.9,revisado,2018-02-16 20:50:20,2018-02-17 02:50:20,OAX,42,SURESTE,PINOTEPA NACIONAL
3.1,16.3,-98.1,10.0,revisado,2018-02-16 20:52:19,2018-02-17 02:52:19,OAX,3,OESTE,PINOTEPA NACIONAL
3.3,16.3,-98.0,10.0,revisado,2018-02-16 20:53:50,2018-02-17 02:53:50,OAX,11,SURESTE,PINOTEPA NACIONAL
3.5,16.3,-98.1,4.7,revisado,2018-02-16 20:56:54,2018-02-17 02:56:54,OAX,7,SUROESTE,PINOTEPA NACIONAL
3.5,15.9,-98.1,10.6,revisado,2018-02-16 21:00:53,2018-02-17 03:00:53,OAX,49,SUR,PINOTEPA NACIONAL
4.0,16.2,-98.1,9.2,revisado,2018-02-16 21:05:37,2018-02-17 03:05:37,OAX,15,SUR,PINOTEPA NACIONAL
3.4,16.2,-98.1,29.6,revisado,2018-02-16 21:10:35,2018-02-17 03:10:35,OAX,18,SUR,PINOTEPA NACIONAL
3.5,15.9,-95.5,33.8,revisado,2018-02-16 21:14:04,2018-02-17 03:14:04,OAX,43,SUROESTE,SALINA CRUZ
3.7,15.9,-98.0,10.0,revisado,2018-02-16 21:17:24,2018-02-17 03:17:24,OAX,48,SUR,PINOTEPA NACIONAL
3.7,16.3,-98.1,5.9,revisado,2018-02-16 21:19:07,2018-02-17 03:19:07,OAX,6,SUROESTE,PINOTEPA NACIONAL
3.5,16.3,-98.0,10.8,revisado,2018-02-16 21:22:47,2018-02-17 03:22:47,OAX,10,SURESTE,PINOTEPA NACIONAL
3.4,16.1,-98.1,14.4,revisado,2018-02-16 21:23:55,2018-02-17 03:23:55,OAX,22,SUR,PINOTEPA NACIONAL
3.4,16.4,-98.1,9.1,revisado,2018-02-16 21:25:08,2018-02-17 03:25:08,OAX,5,NORTE,PINOTEPA NACIONAL
3.6,16.3,-98.1,15.0,revisado,2018-02-16 21:26:15,2018-02-17 03:26:15,OAX,4,SUR,PINOTEPA NACIONAL
2.8,16.7,-96.8,8.2,revisado,2018-02-16 21:28:17,2018-02-17 03:28:17,OAX,13,SUROESTE,OCOTLAN DE MORELOS
3.9,15.8,-98.4,16.3,revisado,2018-02-16 21:28:43,2018-02-17 03:28:43,OAX,77,SUROESTE,PINOTEPA NACIONAL
3.9,16.2,-98.1,13.5,revisado,2018-02-16 21:30:34,2018-02-17 03:30:34,OAX,13,SUROESTE,PINOTEPA NACIONAL
3.1,15.8,-98.5,10.0,revisado,2018-02-16 21:35:01,2018-02-17 03:35:01,OAX,78,SUROESTE,PINOTEPA NACIONAL
3.3,16.2,-98.1,15.1,revisado,2018-02-16 21:37:40,2018-02-17 03:37:40,OAX,17,SUROESTE,PINOTEPA NACIONAL
3.3,16.2,-97.9,16.1,revisado,2018-02-16 21:38:54,2018-02-17 03:38:54,OAX,23,SURESTE,PINOTEPA NACIONAL
3.4,16.1,-97.8,16.1,revisado,2018-02-16 21:39:57,2018-02-17 03:39:57,OAX,37,OESTE,RIO GRANDE
3.2,16.2,-98.1,16.1,revisado,2018-02-16 21:41:50,2018-02-17 03:41:50,OAX,13,SUROESTE,PINOTEPA NACIONAL
3.4,16.6,-98.0,16.0,revisado,2018-02-16 21:42:36,2018-02-17 03:42:36,OAX,24,NORTE,PINOTEPA NACIONAL
3.5,16.2,-98.1,16.4,revisado,2018-02-16 21:48:06,2018-02-17 03:48:06,OAX,12,SUROESTE,PINOTEPA NACIONAL
3.1,16.3,-98.0,17.3,revisado,2018-02-16 21:49:34,2018-02-17 03:49:34,OAX,8,SURESTE,PINOTEPA NACIONAL
4.0,16.3,-98.1,16.0,revisado,2018-02-16 21:50:17,2018-02-17 03:50:17,OAX,6,SUROESTE,PINOTEPA NACIONAL
5.2,16.1,-97.8,10.0,revisado,2018-02-16 21:54:42,2018-02-17 03:54:42,OAX,40,OESTE,RIO GRANDE
4.1,16.2,-98.1,10.9,revisado,2018-02-16 22:00:30,2018-02-17 04:00:30,OAX,11,SUROESTE,PINOTEPA NACIONAL
3.2,16.3,-97.8,8.1,revisado,2018-02-16 22:06:21,2018-02-17 04:06:21,OAX,23,ESTE,PINOTEPA NACIONAL
3.7,16.5,-98.0,8.0,revisado,2018-02-16 22:07:24,2018-02-17 04:07:24,OAX,18,NORESTE,PINOTEPA NACIONAL
3.4,16.3,-97.9,14.3,revisado,2018-02-16 22:12:04,2018-02-17 04:12:04,OAX,17,ESTE,PINOTEPA NACIONAL
3.8,16.3,-97.9,15.5,revisado,2018-02-16 22:16:28,2018-02-17 04:16:28,OAX,16,SURESTE,PINOTEPA NACIONAL
3.4,16.1,-97.8,30.9,revisado,2018-02-16 22:21:15,2018-02-17 04:21:15,OAX,37,NOROESTE,RIO GRANDE
3.5,16.3,-98.1,29.9,revisado,2018-02-16 22:22:43,2018-02-17 04:22:43,OAX,9,SUROESTE,PINOTEPA NACIONAL
3.3,16.8,-97.0,62.9,revisado,2018-02-16 22:25:10,2018-02-17 04:25:10,OAX,30,OESTE,OCOTLAN DE MORELOS
3.2,16.1,-97.9,32.8,revisado,2018-02-16 22:33:40,2018-02-17 04:33:40,OAX,30,SURESTE,PINOTEPA NACIONAL
3.8,16.2,-98.0,25.0,revisado,2018-02-16 22:34:49,2018-02-17 04:34:49,OAX,14,SURESTE,PINOTEPA NACIONAL
4.0,16.3,-98.0,8.7,revisado,2018-02-16 22:41:55,2018-02-17 04:41:55,OAX,9,SURESTE,PINOTEPA NACIONAL
3.4,16.2,-98.1,14.0,revisado,2018-02-16 22:45:06,2018-02-17 04:45:06,OAX,21,SUROESTE,PINOTEPA NACIONAL
3.4,16.3,-98.1,13.8,revisado,2018-02-16 22:47:55,2018-02-17 04:47:55,OAX,4,SUROESTE,PINOTEPA NACIONAL
3.1,16.2,-98.0,9.9,revisado,2018-02-16 22:50:11,2018-02-17 04:50:11,OAX,14,SUR,PINOTEPA NACIONAL
3.4,15.9,-97.9,30.5,revisado,2018-02-16 23:01:11,2018-02-17 05:01:11,OAX,47,SURESTE,PINOTEPA NACIONAL
3.4,16.3,-97.9,33.7,revisado,2018-02-16 23:09:36,2018-02-17 05:09:36,OAX,15,ESTE,PINOTEPA NACIONAL
4.1,15.7,-98.5,6.2,revisado,2018-02-16 23:14:25,2018-02-17 05:14:25,OAX,81,SUROESTE,PINOTEPA NACIONAL
3.5,15.9,-98.0,15.2,revisado,2018-02-16 23:20:33,2018-02-17 05:20:33,OAX,45,SUR,PINOTEPA NACIONAL
3.4,16.4,-98.1,16.1,revisado,2018-02-16 23:24:05,2018-02-17 05:24:05,OAX,13,NOROESTE,PINOTEPA NACIONAL
3.5,16.4,-97.8,21.1,revisado,2018-02-16 23:37:51,2018-02-17 05:37:51,OAX,28,ESTE,PINOTEPA NACIONAL
3.0,15.8,-98.0,16.5,revisado,2018-02-16 23:40:00,2018-02-17 05:40:00,OAX,55,SUR,PINOTEPA NACIONAL
3.7,16.3,-98.0,11.9,revisado,2018-02-16 23:42:00,2018-02-17 05:42:00,OAX,8,SURESTE,PINOTEPA NACIONAL
3.9,15.7,-97.9,18.0,revisado,2018-02-16 23:44:06,2018-02-17 05:44:06,OAX,60,SUROESTE,RIO GRANDE
4.0,15.8,-98.4,12.6,revisado,2018-02-16 23:45:44,2018-02-17 05:45:44,OAX,75,SUROESTE,PINOTEPA NACIONAL
3.8,16.3,-98.0,5.9,revisado,2018-02-16 23:52:05,2018-02-17 05:52:05,OAX,8,SURESTE,PINOTEPA NACIONAL
3.4,16.3,-98.0,4.7,revisado,2018-02-16 23:57:38,2018-02-17 05:57:38,OAX,10,SURESTE,PINOTEPA NACIONAL
3.4,16.1,-98.0,18.6,revisado,2018-02-17 00:01:04,2018-02-17 06:01:04,OAX,27,SUR,PINOTEPA NACIONAL
3.5,16.3,-98.1,16.3,revisado,2018-02-17 00:02:44,2018-02-17 06:02:44,OAX,10,SUROESTE,PINOTEPA NACIONAL
4.1,15.9,-98.0,10.7,revisado,2018-02-17 00:07:33,2018-02-17 06:07:33,OAX,47,SUR,PINOTEPA NACIONAL
3.3,16.3,-98.0,16.4,revisado,2018-02-17 00:09:05,2018-02-17 06:09:05,OAX,6,ESTE,PINOTEPA NACIONAL
4.1,16.3,-98.1,15.8,revisado,2018-02-17 00:23:03,2018-02-17 06:23:03,OAX,7,OESTE,PINOTEPA NACIONAL
3.4,15.9,-98.0,13.3,revisado,2018-02-17 00:38:50,2018-02-17 06:38:50,OAX,51,SUR,PINOTEPA NACIONAL
2.7,16.2,-98.1,16.1,revisado,2018-02-17 00:41:33,2018-02-17 06:41:33,OAX,16,SUR,PINOTEPA NACIONAL
3.4,15.8,-97.9,15.8,revisado,2018-02-17 00:46:33,2018-02-17 06:46:33,OAX,51,SUROESTE,RIO GRANDE
2.9,16.2,-98.1,16.1,revisado,2018-02-17 00:54:26,2018-02-17 06:54:26,OAX,17,SUROESTE,PINOTEPA NACIONAL
3.9,16.3,-97.9,15.0,revisado,2018-02-17 00:55:04,2018-02-17 06:55:04,OAX,21,ESTE,PINOTEPA NACIONAL
3.2,16.4,-98.0,16.9,revisado,2018-02-17 01:00:03,2018-02-17 07:00:03,OAX,10,NORTE,PINOTEPA NACIONAL
3.9,16.3,-98.1,10.0,revisado,2018-02-17 01:01:47,2018-02-17 07:01:47,OAX,9,SUROESTE,PINOTEPA NACIONAL
3.3,16.2,-97.8,6.7,revisado,2018-02-17 01:06:06,2018-02-17 07:06:06,OAX,30,SURESTE,PINOTEPA NACIONAL
3.5,15.9,-97.9,22.7,revisado,2018-02-17 01:07:11,2018-02-17 07:07:11,OAX,48,SUR,PINOTEPA NACIONAL
3.0,16.8,-97.0,71.5,revisado,2018-02-17 01:11:40,2018-02-17 07:11:40,OAX,32,SUROESTE,ZAACHILA
3.6,16.3,-98.0,11.9,revisado,2018-02-17 01:12:29,2018-02-17 07:12:29,OAX,7,SUR,PINOTEPA NACIONAL
3.5,16.3,-98.1,14.1,revisado,2018-02-17 01:14:12,2018-02-17 07:14:12,OAX,7,SUROESTE,PINOTEPA NACIONAL
3.8,16.3,-98.1,11.7,revisado,2018-02-17 01:15:45,2018-02-17 07:15:45,OAX,6,SUROESTE,PINOTEPA NACIONAL
2.9,16.3,-98.1,3.0,revisado,2018-02-17 01:19:10,2018-02-17 07:19:10,OAX,7,SUROESTE,PINOTEPA NACIONAL
4.0,15.9,-98.0,13.9,revisado,2018-02-17 01:19:50,2018-02-17 07:19:50,OAX,46,SUR,PINOTEPA NACIONAL
4.3,15.7,-98.5,13.0,revisado,2018-02-17 01:23:27,2018-02-17 07:23:27,OAX,88,SUROESTE,PINOTEPA NACIONAL
3.7,15.6,-98.5,12.5,revisado,2018-02-17 01:27:01,2018-02-17 07:27:01,OAX,94,SUROESTE,PINOTEPA NACIONAL
3.2,15.8,-98.0,14.7,revisado,2018-02-17 01:28:47,2018-02-17 07:28:47,OAX,55,SUR,PINOTEPA NACIONAL
3.2,16.3,-97.5,30.6,revisado,2018-02-17 01:31:17,2018-02-17 07:31:17,OAX,36,NORTE,RIO GRANDE
3.2,16.2,-98.1,16.8,revisado,2018-02-17 01:32:28,2018-02-17 07:32:28,OAX,16,SUR,PINOTEPA NACIONAL
3.5,15.8,-98.0,16.0,revisado,2018-02-17 01:39:24,2018-02-17 07:39:24,OAX,65,SUR,PINOTEPA NACIONAL
3.9,16.4,-98.0,13.0,revisado,2018-02-17 01:42:23,2018-02-17 07:42:23,OAX,6,NORTE,PINOTEPA NACIONAL
3.7,16.2,-98.2,10.9,revisado,2018-02-17 01:47:07,2018-02-17 07:47:07,OAX,23,SUROESTE,PINOTEPA NACIONAL
3.2,16.3,-98.1,29.3,revisado,2018-02-17 01:57:18,2018-02-17 07:57:18,OAX,6,SUROESTE,PINOTEPA NACIONAL
3.6,15.9,-97.8,26.7,revisado,2018-02-17 01:58:14,2018-02-17 07:58:14,OAX,45,SUROESTE,RIO GRANDE
3.4,15.9,-98.0,10.0,revisado,2018-02-17 02:02:09,2018-02-17 08:02:09,OAX,45,SUR,PINOTEPA NACIONAL
3.8,16.1,-97.7,29.2,revisado,2018-02-17 02:03:37,2018-02-17 08:03:37,OAX,32,NOROESTE,RIO GRANDE
3.4,16.2,-98.1,16.3,revisado,2018-02-17 02:07:38,2018-02-17 08:07:38,OAX,18,SUR,PINOTEPA NACIONAL
3.1,15.9,-98.1,12.5,revisado,2018-02-17 02:09:58,2018-02-17 08:09:58,OAX,53,SUR,PINOTEPA NACIONAL
3.6,15.9,-97.9,10.0,revisado,2018-02-17 02:10:37,2018-02-17 08:10:37,OAX,51,SUR,PINOTEPA NACIONAL
3.4,16.1,-97.9,16.8,revisado,2018-02-17 02:19:00,2018-02-17 08:19:00,OAX,34,SURESTE,PINOTEPA NACIONAL
3.3,16.3,-97.8,14.9,revisado,2018-02-17 02:25:28,2018-02-17 08:25:28,OAX,25,ESTE,PINOTEPA NACIONAL
3.7,16.3,-98.0,15.4,revisado,2018-02-17 02:31:12,2018-02-17 08:31:12,OAX,8,SURESTE,PINOTEPA NACIONAL
3.5,16.3,-98.1,7.2,revisado,2018-02-17 02:35:42,2018-02-17 08:35:42,OAX,7,SUR,PINOTEPA NACIONAL
2.7,31.5,-115.8,20.0,revisado,2018-02-17 02:42:51,2018-02-17 08:42:51,BC,79,SURESTE,RODOLFO SANCHEZ T(MRO)
3.4,16.3,-98.1,16.1,revisado,2018-02-17 02:43:05,2018-02-17 08:43:05,OAX,9,SUROESTE,PINOTEPA NACIONAL
3.3,16.4,-98.1,8.6,revisado,2018-02-17 02:49:45,2018-02-17 08:49:45,OAX,3,NORTE,PINOTEPA NACIONAL
3.6,15.9,-98.0,16.2,revisado,2018-02-17 02:51:53,2018-02-17 08:51:53,OAX,52,SUR,PINOTEPA NACIONAL
4.2,16.2,-98.1,13.7,revisado,2018-02-17 03:07:24,2018-02-17 09:07:24,OAX,16,SUROESTE,PINOTEPA NACIONAL
3.2,16.3,-97.9,32.4,revisado,2018-02-17 03:12:02,2018-02-17 09:12:02,OAX,17,ESTE,PINOTEPA NACIONAL
3.6,16.4,-98.0,13.0,revisado,2018-02-17 03:18:18,2018-02-17 09:18:18,OAX,3,NORESTE,PINOTEPA NACIONAL
3.5,15.9,-97.8,30.0,revisado,2018-02-17 03:29:57,2018-02-17 09:29:57,OAX,38,SUROESTE,RIO GRANDE
3.4,16.3,-98.1,8.8,revisado,2018-02-17 03:36:38,2018-02-17 09:36:38,OAX,7,SUROESTE,PINOTEPA NACIONAL
4.3,15.9,-98.0,14.7,revisado,2018-02-17 03:38:08,2018-02-17 09:38:08,OAX,50,SUR,PINOTEPA NACIONAL
3.3,16.0,-97.8,26.2,revisado,2018-02-17 03:50:56,2018-02-17 09:50:56,OAX,42,OESTE,RIO GRANDE
3.5,16.2,-98.1,16.1,revisado,2018-02-17 04:11:01,2018-02-17 10:11:01,OAX,20,SUROESTE,PINOTEPA NACIONAL
3.3,15.9,-98.0,10.0,revisado,2018-02-17 04:15:10,2018-02-17 10:15:10,OAX,53,SUR,PINOTEPA NACIONAL
3.4,16.3,-98.1,15.9,revisado,2018-02-17 04:19:52,2018-02-17 10:19:52,OAX,3,SUROESTE,PINOTEPA NACIONAL
3.2,16.3,-98.0,10.4,revisado,2018-02-17 04:21:41,2018-02-17 10:21:41,OAX,10,SURESTE,PINOTEPA NACIONAL
3.5,16.3,-98.1,5.4,revisado,2018-02-17 04:22:34,2018-02-17 10:22:34,OAX,9,SUROESTE,PINOTEPA NACIONAL
3.4,16.2,-98.1,35.0,revisado,2018-02-17 04:24:48,2018-02-17 10:24:48,OAX,12,SUROESTE,PINOTEPA NACIONAL
3.4,16.4,-98.1,14.9,revisado,2018-02-17 04:36:11,2018-02-17 10:36:11,OAX,6,OESTE,PINOTEPA NACIONAL
3.8,16.3,-98.2,13.7,revisado,2018-02-17 04:38:27,2018-02-17 10:38:27,OAX,14,OESTE,PINOTEPA NACIONAL
3.4,16.3,-98.1,11.8,revisado,2018-02-17 04:43:10,2018-02-17 10:43:10,OAX,11,SUROESTE,PINOTEPA NACIONAL
3.5,15.9,-98.1,16.3,revisado,2018-02-17 04:44:11,2018-02-17 10:44:11,OAX,47,SUR,PINOTEPA NACIONAL
3.3,15.9,-98.0,16.3,revisado,2018-02-17 04:45:33,2018-02-17 10:45:33,OAX,51,SUR,PINOTEPA NACIONAL
3.7,16.4,-98.2,14.9,revisado,2018-02-17 04:47:57,2018-02-17 10:47:57,OAX,12,OESTE,PINOTEPA NACIONAL
4.2,22.1,-108.3,16.1,revisado,2018-02-17 04:49:01,2018-02-17 10:49:01,BCS,182,SURESTE,SAN JOSE DEL CABO
3.4,16.3,-97.9,4.3,revisado,2018-02-17 04:50:59,2018-02-17 10:50:59,OAX,14,ESTE,PINOTEPA NACIONAL
3.5,16.3,-98.1,11.0,revisado,2018-02-17 05:00:15,2018-02-17 11:00:15,OAX,5,SUROESTE,PINOTEPA NACIONAL
3.5,16.3,-98.0,20.6,revisado,2018-02-17 05:03:18,2018-02-17 11:03:18,OAX,9,SUR,PINOTEPA NACIONAL
3.4,16.3,-98.1,13.5,revisado,2018-02-17 05:12:17,2018-02-17 11:12:17,OAX,1,SUROESTE,PINOTEPA NACIONAL
3.6,16.3,-98.0,3.3,revisado,2018-02-17 05:16:27,2018-02-17 11:16:27,OAX,13,SURESTE,PINOTEPA NACIONAL
3.4,15.9,-98.1,16.0,revisado,2018-02-17 05:20:05,2018-02-17 11:20:05,OAX,54,SUR,PINOTEPA NACIONAL
3.0,16.3,-98.2,18.4,revisado,2018-02-17 05:24:51,2018-02-17 11:24:51,OAX,15,SUROESTE,PINOTEPA NACIONAL
3.3,16.4,-98.0,18.7,revisado,2018-02-17 05:26:16,2018-02-17 11:26:16,OAX,8,ESTE,PINOTEPA NACIONAL
3.1,16.3,-98.1,19.8,revisado,2018-02-17 05:28:05,2018-02-17 11:28:05,OAX,11,SUROESTE,PINOTEPA NACIONAL
3.5,16.5,-95.4,53.6,revisado,2018-02-17 05:28:07,2018-02-17 11:28:07,OAX,26,NOROESTE,TEHUANTEPEC
2.9,16.2,-98.0,7.7,revisado,2018-02-17 05:29:11,2018-02-17 11:29:11,OAX,12,SURESTE,PINOTEPA NACIONAL
2.6,16.5,-98.1,20.0,revisado,2018-02-17 05:29:27,2018-02-17 11:29:27,OAX,23,NORTE,PINOTEPA NACIONAL
3.3,16.3,-98.0,11.8,revisado,2018-02-17 05:33:43,2018-02-17 11:33:43,OAX,8,SURESTE,PINOTEPA NACIONAL
3.4,16.3,-98.1,9.7,revisado,2018-02-17 05:34:52,2018-02-17 11:34:52,OAX,8,SUR,PINOTEPA NACIONAL
2.5,16.2,-98.2,15.0,revisado,2018-02-17 05:36:07,2018-02-17 11:36:07,OAX,20,SUROESTE,PINOTEPA NACIONAL
3.5,16.4,-97.9,10.6,revisado,2018-02-17 05:36:27,2018-02-17 11:36:27,OAX,22,NORESTE,PINOTEPA NACIONAL
3.3,16.2,-98.1,10.0,revisado,2018-02-17 05:36:52,2018-02-17 11:36:52,OAX,13,SUROESTE,PINOTEPA NACIONAL
3.7,16.3,-98.0,9.8,revisado,2018-02-17 05:40:22,2018-02-17 11:40:22,OAX,9,SUR,PINOTEPA NACIONAL
3.4,16.0,-98.1,10.0,revisado,2018-02-17 05:44:59,2018-02-17 11:44:59,OAX,40,SUR,PINOTEPA NACIONAL
3.0,16.3,-97.9,5.0,revisado,2018-02-17 05:48:02,2018-02-17 11:48:02,OAX,17,ESTE,PINOTEPA NACIONAL
3.2,16.3,-98.0,15.0,revisado,2018-02-17 05:49:30,2018-02-17 11:49:30,OAX,10,SURESTE,PINOTEPA NACIONAL
3.4,16.3,-97.9,15.0,revisado,2018-02-17 05:52:02,2018-02-17 11:52:02,OAX,13,SURESTE,PINOTEPA NACIONAL
3.4,16.3,-97.9,10.0,revisado,2018-02-17 05:54:17,2018-02-17 11:54:17,OAX,17,ESTE,PINOTEPA NACIONAL
3.4,16.3,-98.0,10.0,revisado,2018-02-17 05:57:21,2018-02-17 11:57:21,OAX,11,SURESTE,PINOTEPA NACIONAL
3.0,16.3,-97.9,7.1,revisado,2018-02-17 05:59:24,2018-02-17 11:59:24,OAX,12,ESTE,PINOTEPA NACIONAL
1.2,16.3,-98.3,10.0,revisado,2018-02-17 06:00:09,2018-02-17 12:00:09,OAX,24,SUROESTE,PINOTEPA NACIONAL
1.7,16.2,-98.1,10.0,revisado,2018-02-17 06:01:20,2018-02-17 12:01:20,OAX,18,SUROESTE,PINOTEPA NACIONAL
2.3,16.3,-98.1,28.9,revisado,2018-02-17 06:03:38,2018-02-17 12:03:38,OAX,4,OESTE,PINOTEPA NACIONAL
2.2,16.4,-98.2,20.0,revisado,2018-02-17 06:05:44,2018-02-17 12:05:44,OAX,21,OESTE,PINOTEPA NACIONAL
3.3,16.2,-98.1,10.2,revisado,2018-02-17 06:06:36,2018-02-17 12:06:36,OAX,16,SUROESTE,PINOTEPA NACIONAL
2.6,16.4,-98.0,20.0,revisado,2018-02-17 06:13:45,2018-02-17 12:13:45,OAX,8,ESTE,PINOTEPA NACIONAL
1.9,16.4,-97.9,20.0,revisado,2018-02-17 06:14:46,2018-02-17 12:14:46,OAX,18,NORESTE,PINOTEPA NACIONAL
2.1,16.4,-98.1,20.0,revisado,2018-02-17 06:16:27,2018-02-17 12:16:27,OAX,10,NOROESTE,PINOTEPA NACIONAL
3.1,15.9,-98.0,17.5,revisado,2018-02-17 06:16:49,2018-02-17 12:16:49,OAX,47,SUR,PINOTEPA NACIONAL
3.1,16.3,-98.2,13.7,revisado,2018-02-17 06:17:56,2018-02-17 12:17:56,OAX,14,OESTE,PINOTEPA NACIONAL
3.4,16.3,-98.1,15.0,revisado,2018-02-17 06:19:27,2018-02-17 12:19:27,OAX,11,SUROESTE,PINOTEPA NACIONAL
2.8,16.4,-98.3,22.5,revisado,2018-02-17 06:23:53,2018-02-17 12:23:53,OAX,23,NOROESTE,PINOTEPA NACIONAL
3.4,16.0,-98.0,10.0,revisado,2018-02-17 06:25:05,2018-02-17 12:25:05,OAX,43,SUR,PINOTEPA NACIONAL
4.2,16.4,-98.1,19.2,revisado,2018-02-17 06:27:51,2018-02-17 12:27:51,OAX,9,NOROESTE,PINOTEPA NACIONAL
1.9,16.3,-98.2,20.0,revisado,2018-02-17 06:29:48,2018-02-17 12:29:48,OAX,15,SUROESTE,PINOTEPA NACIONAL
3.3,16.3,-98.0,8.4,revisado,2018-02-17 06:31:20,2018-02-17 12:31:20,OAX,8,SURESTE,PINOTEPA NACIONAL
3.5,16.3,-98.0,15.1,revisado,2018-02-17 06:31:24,2018-02-17 12:31:24,OAX,8,SURESTE,PINOTEPA NACIONAL
2.2,16.2,-98.1,15.0,revisado,2018-02-17 06:33:01,2018-02-17 12:33:01,OAX,16,SUROESTE,PINOTEPA NACIONAL
